Pokemon, Number, height, weight, HP, Attack, Defense, Sp. Atk, Sp. Def, Speed, total, Sprite
Delphox,655,1.5,39,75,69,72,114,100,104,534,https://play.pokemonshowdown.com/sprites/gen5/delphox.png
Froakie,656,0.3,7,41,56,40,62,44,71,314,https://play.pokemonshowdown.com/sprites/gen5/froakie.png
Frogadier,657,0.6,10.9,54,63,52,83,56,97,405,https://play.pokemonshowdown.com/sprites/gen5/frogadier.png
Greninja,658,1.5,40,72,95,67,103,71,122,530,https://play.pokemonshowdown.com/sprites/gen5/greninja.png
Bunnelby,659,0.4,5,38,36,38,32,36,57,237,https://play.pokemonshowdown.com/sprites/gen5/bunnelby.png
Diggersby,660,1,42.4,85,56,77,50,77,78,423,https://play.pokemonshowdown.com/sprites/gen5/diggersby.png
Fletchling,661,0.3,1.7,45,50,43,40,38,62,278,https://play.pokemonshowdown.com/sprites/gen5/fletchling.png
Fletchinder,662,0.7,16,62,73,55,56,52,84,382,https://play.pokemonshowdown.com/sprites/gen5/fletchinder.png
Talonflame,663,1.2,24.5,78,81,71,74,69,126,499,https://play.pokemonshowdown.com/sprites/gen5/talonflame.png
Scatterbug,664,0.3,2.5,38,35,40,27,25,35,200,https://play.pokemonshowdown.com/sprites/gen5/scatterbug.png
Spewpa,665,0.3,8.4,45,22,60,27,30,29,213,https://play.pokemonshowdown.com/sprites/gen5/spewpa.png
Vivillon,666,1.2,17,80,52,50,90,50,89,411,https://play.pokemonshowdown.com/sprites/gen5/vivillon.png
Litleo,667,0.6,13.5,62,50,58,73,54,72,369,https://play.pokemonshowdown.com/sprites/gen5/litleo.png
Pyroar,668,1.5,81.5,86,68,72,109,66,106,507,https://play.pokemonshowdown.com/sprites/gen5/pyroar.png
Flabebe,669,0.1,0.1,44,38,39,61,79,42,303,https://play.pokemonshowdown.com/sprites/gen5/flabebe.png
Floette,670,0.2,0.9,54,45,47,75,98,52,371,https://play.pokemonshowdown.com/sprites/gen5/floette.png
Florges,671,1.1,10,78,65,68,112,154,75,552,https://play.pokemonshowdown.com/sprites/gen5/florges.png
Skiddo,672,0.9,31,66,65,48,62,57,52,350,https://play.pokemonshowdown.com/sprites/gen5/skiddo.png
Gogoat,673,1.7,91,123,100,62,97,81,68,531,https://play.pokemonshowdown.com/sprites/gen5/gogoat.png
Pancham,674,0.6,8,67,82,62,46,48,43,348,https://play.pokemonshowdown.com/sprites/gen5/pancham.png
Pangoro,675,2.1,136,95,124,78,69,71,58,495,https://play.pokemonshowdown.com/sprites/gen5/pangoro.png
Furfrou,676,1.2,28,75,80,60,65,90,102,472,https://play.pokemonshowdown.com/sprites/gen5/furfrou.png
Espurr,677,0.3,3.5,62,48,54,63,60,68,355,https://play.pokemonshowdown.com/sprites/gen5/espurr.png
Meowstic,678,0.6,8.5,74,48,76,83,81,104,466,https://play.pokemonshowdown.com/sprites/gen5/meowstic.png
Honedge,679,0.8,2,45,80,100,35,37,28,325,https://play.pokemonshowdown.com/sprites/gen5/honedge.png
Doublade,680,0.8,4.5,59,110,150,45,49,35,448,https://play.pokemonshowdown.com/sprites/gen5/doublade.png
Aegislash,681,1.7,53,60,50,140,50,140,60,500,https://play.pokemonshowdown.com/sprites/gen5/aegislash.png
Spritzee,682,0.2,0.5,78,52,60,63,65,23,341,https://play.pokemonshowdown.com/sprites/gen5/spritzee.png
Aromatisse,683,0.8,15.5,101,72,72,99,89,29,462,https://play.pokemonshowdown.com/sprites/gen5/aromatisse.png
Swirlix,684,0.4,3.5,62,48,66,59,57,49,341,https://play.pokemonshowdown.com/sprites/gen5/swirlix.png
Slurpuff,685,0.8,5,82,80,86,85,75,72,480,https://play.pokemonshowdown.com/sprites/gen5/slurpuff.png
Inkay,686,0.4,3.5,53,54,53,37,46,45,288,https://play.pokemonshowdown.com/sprites/gen5/inkay.png
Malamar,687,1.5,47,86,92,88,68,75,73,482,https://play.pokemonshowdown.com/sprites/gen5/malamar.png
Binacle,688,0.5,31,42,52,67,39,56,50,306,https://play.pokemonshowdown.com/sprites/gen5/binacle.png
Barbaracle,689,1.3,96,72,105,115,54,86,68,500,https://play.pokemonshowdown.com/sprites/gen5/barbaracle.png
Skrelp,690,0.5,7.3,50,60,60,60,60,30,320,https://play.pokemonshowdown.com/sprites/gen5/skrelp.png
Dragalge,691,1.8,81.5,65,75,90,97,123,44,494,https://play.pokemonshowdown.com/sprites/gen5/dragalge.png
Clauncher,692,0.5,8.3,50,53,62,58,63,44,330,https://play.pokemonshowdown.com/sprites/gen5/clauncher.png
Clawitzer,693,1.3,35.3,71,73,88,120,89,59,500,https://play.pokemonshowdown.com/sprites/gen5/clawitzer.png
Helioptile,694,0.5,6,44,38,33,61,43,70,289,https://play.pokemonshowdown.com/sprites/gen5/helioptile.png
Heliolisk,695,1,21,62,55,52,109,94,109,481,https://play.pokemonshowdown.com/sprites/gen5/heliolisk.png
Tyrunt,696,0.8,26,58,89,77,45,45,48,362,https://play.pokemonshowdown.com/sprites/gen5/tyrunt.png
Tyrantrum,697,2.5,270,82,121,119,69,59,71,521,https://play.pokemonshowdown.com/sprites/gen5/tyrantrum.png
Amaura,698,1.3,25.2,77,59,50,67,63,46,362,https://play.pokemonshowdown.com/sprites/gen5/amaura.png
Aurorus,699,2.7,225,123,77,72,99,92,58,521,https://play.pokemonshowdown.com/sprites/gen5/aurorus.png
Sylveon,700,1,23.5,95,65,65,110,130,60,525,https://play.pokemonshowdown.com/sprites/gen5/sylveon.png
Hawlucha,701,0.8,21.5,78,92,75,74,63,118,500,https://play.pokemonshowdown.com/sprites/gen5/hawlucha.png
Dedenne,702,0.2,2.2,67,58,57,81,67,101,431,https://play.pokemonshowdown.com/sprites/gen5/dedenne.png
Carbink,703,0.3,5.7,50,50,150,50,150,50,500,https://play.pokemonshowdown.com/sprites/gen5/carbink.png
Goomy,704,0.3,2.8,45,50,35,55,75,40,300,https://play.pokemonshowdown.com/sprites/gen5/goomy.png
Sliggoo,705,0.8,17.5,68,75,53,83,113,60,452,https://play.pokemonshowdown.com/sprites/gen5/sliggoo.png
Sliggoo-Hisui,705,0.7,68.5,58,75,83,83,113,40,452,https://play.pokemonshowdown.com/sprites/gen5/sliggoo-hisui.png
Goodra,706,2,150.5,90,100,70,110,150,80,600,https://play.pokemonshowdown.com/sprites/gen5/goodra.png
Goodra-Hisui,706,1.7,334.1,80,100,100,110,150,60,600,https://play.pokemonshowdown.com/sprites/gen5/goodra-hisui.png
Klefki,707,0.2,3,57,80,91,80,87,75,470,https://play.pokemonshowdown.com/sprites/gen5/klefki.png
Phantump,708,0.4,7,43,70,48,50,60,38,309,https://play.pokemonshowdown.com/sprites/gen5/phantump.png
Trevenant,709,1.5,71,85,110,76,65,82,56,474,https://play.pokemonshowdown.com/sprites/gen5/trevenant.png
Pumpkaboo,710,0.4,5,49,66,70,44,55,51,335,https://play.pokemonshowdown.com/sprites/gen5/pumpkaboo.png
Gourgeist,711,0.9,12.5,65,90,122,58,75,84,494,https://play.pokemonshowdown.com/sprites/gen5/gourgeist.png
Bergmite,712,1,99.5,55,69,85,32,35,28,304,https://play.pokemonshowdown.com/sprites/gen5/bergmite.png
Avalugg,713,2,505,95,117,184,44,46,28,514,https://play.pokemonshowdown.com/sprites/gen5/avalugg.png
Avalugg-Hisui,713,1.4,262.4,95,127,184,34,36,38,514,https://play.pokemonshowdown.com/sprites/gen5/avalugg-hisui.png
Noibat,714,0.5,8,40,30,35,45,40,55,245,https://play.pokemonshowdown.com/sprites/gen5/noibat.png
Noivern,715,1.5,85,85,70,80,97,80,123,535,https://play.pokemonshowdown.com/sprites/gen5/noivern.png
Xerneas,716,3,215,126,131,95,131,98,99,680,https://play.pokemonshowdown.com/sprites/gen5/xerneas.png
Yveltal,717,5.8,203,126,131,95,131,98,99,680,https://play.pokemonshowdown.com/sprites/gen5/yveltal.png
Zygarde,718,5,305,108,100,121,81,95,95,600,https://play.pokemonshowdown.com/sprites/gen5/zygarde.png
Diancie,719,0.7,8.8,50,100,150,100,150,50,600,https://play.pokemonshowdown.com/sprites/gen5/diancie.png
Hoopa,720,0.5,9,80,110,60,150,130,70,600,https://play.pokemonshowdown.com/sprites/gen5/hoopa.png
Volcanion,721,1.7,195,80,110,120,130,90,70,600,https://play.pokemonshowdown.com/sprites/gen5/volcanion.png
Rowlet,722,0.3,1.5,68,55,55,50,50,42,320,https://play.pokemonshowdown.com/sprites/gen5/rowlet.png
Dartrix,723,0.7,16,78,75,75,70,70,52,420,https://play.pokemonshowdown.com/sprites/gen5/dartrix.png
Decidueye,724,1.6,36.6,78,107,75,100,100,70,530,https://play.pokemonshowdown.com/sprites/gen5/decidueye.png
Decidueye-Hisui,724,1.6,37,88,112,80,95,95,60,530,https://play.pokemonshowdown.com/sprites/gen5/decidueye-hisui.png
Litten,725,0.4,4.3,45,65,40,60,40,70,320,https://play.pokemonshowdown.com/sprites/gen5/litten.png
Torracat,726,0.7,25,65,85,50,80,50,90,420,https://play.pokemonshowdown.com/sprites/gen5/torracat.png
Incineroar,727,1.8,83,95,115,90,80,90,60,530,https://play.pokemonshowdown.com/sprites/gen5/incineroar.png
Popplio,728,0.4,7.5,50,54,54,66,56,40,320,https://play.pokemonshowdown.com/sprites/gen5/popplio.png
Brionne,729,0.6,17.5,60,69,69,91,81,50,420,https://play.pokemonshowdown.com/sprites/gen5/brionne.png
Primarina,730,1.8,44,80,74,74,126,116,60,530,https://play.pokemonshowdown.com/sprites/gen5/primarina.png
Pikipek,731,0.3,1.2,35,75,30,30,30,65,265,https://play.pokemonshowdown.com/sprites/gen5/pikipek.png
Trumbeak,732,0.6,14.8,55,85,50,40,50,75,355,https://play.pokemonshowdown.com/sprites/gen5/trumbeak.png
Toucannon,733,1.1,26,80,120,75,75,75,60,485,https://play.pokemonshowdown.com/sprites/gen5/toucannon.png
Yungoos,734,0.4,6,48,70,30,30,30,45,253,https://play.pokemonshowdown.com/sprites/gen5/yungoos.png
Gumshoos,735,0.7,14.2,88,110,60,55,60,45,418,https://play.pokemonshowdown.com/sprites/gen5/gumshoos.png
Grubbin,736,0.4,4.4,47,62,45,55,45,46,300,https://play.pokemonshowdown.com/sprites/gen5/grubbin.png
Charjabug,737,0.5,10.5,57,82,95,55,75,36,400,https://play.pokemonshowdown.com/sprites/gen5/charjabug.png
Vikavolt,738,1.5,45,77,70,90,145,75,43,500,https://play.pokemonshowdown.com/sprites/gen5/vikavolt.png
Crabrawler,739,0.6,7,47,82,57,42,47,63,338,https://play.pokemonshowdown.com/sprites/gen5/crabrawler.png
Crabominable,740,1.7,180,97,132,77,62,67,43,478,https://play.pokemonshowdown.com/sprites/gen5/crabominable.png
Oricorio,741,0.6,3.4,75,70,70,98,70,93,476,https://play.pokemonshowdown.com/sprites/gen5/oricorio.png
Cutiefly,742,0.1,0.2,40,45,40,55,40,84,304,https://play.pokemonshowdown.com/sprites/gen5/cutiefly.png
Ribombee,743,0.2,0.5,60,55,60,95,70,124,464,https://play.pokemonshowdown.com/sprites/gen5/ribombee.png
Rockruff,744,0.5,9.2,45,65,40,30,40,60,280,https://play.pokemonshowdown.com/sprites/gen5/rockruff.png
Lycanroc,745,0.8,25,75,115,65,55,65,112,487,https://play.pokemonshowdown.com/sprites/gen5/lycanroc.png
Wishiwashi,746,0.2,0.3,45,20,20,25,25,40,175,https://play.pokemonshowdown.com/sprites/gen5/wishiwashi.png
Mareanie,747,0.4,8,50,53,62,43,52,45,305,https://play.pokemonshowdown.com/sprites/gen5/mareanie.png
Toxapex,748,0.7,14.5,50,63,152,53,142,35,495,https://play.pokemonshowdown.com/sprites/gen5/toxapex.png
Mudbray,749,1,110,70,100,70,45,55,45,385,https://play.pokemonshowdown.com/sprites/gen5/mudbray.png
Mudsdale,750,2.5,920,100,125,100,55,85,35,500,https://play.pokemonshowdown.com/sprites/gen5/mudsdale.png
Dewpider,751,0.3,4,38,40,52,40,72,27,269,https://play.pokemonshowdown.com/sprites/gen5/dewpider.png
Araquanid,752,1.8,82,68,70,92,50,132,42,454,https://play.pokemonshowdown.com/sprites/gen5/araquanid.png
Fomantis,753,0.3,1.5,40,55,35,50,35,35,250,https://play.pokemonshowdown.com/sprites/gen5/fomantis.png
Lurantis,754,0.9,18.5,70,105,90,80,90,45,480,https://play.pokemonshowdown.com/sprites/gen5/lurantis.png
Morelull,755,0.2,1.5,40,35,55,65,75,15,285,https://play.pokemonshowdown.com/sprites/gen5/morelull.png
Shiinotic,756,1,11.5,60,45,80,90,100,30,405,https://play.pokemonshowdown.com/sprites/gen5/shiinotic.png
Salandit,757,0.6,4.8,48,44,40,71,40,77,320,https://play.pokemonshowdown.com/sprites/gen5/salandit.png
Salazzle,758,1.2,22.2,68,64,60,111,60,117,480,https://play.pokemonshowdown.com/sprites/gen5/salazzle.png
Stufful,759,0.5,6.8,70,75,50,45,50,50,340,https://play.pokemonshowdown.com/sprites/gen5/stufful.png
Bewear,760,2.1,135,120,125,80,55,60,60,500,https://play.pokemonshowdown.com/sprites/gen5/bewear.png
Bounsweet,761,0.3,3.2,42,30,38,30,38,32,210,https://play.pokemonshowdown.com/sprites/gen5/bounsweet.png
Steenee,762,0.7,8.2,52,40,48,40,48,62,290,https://play.pokemonshowdown.com/sprites/gen5/steenee.png
Tsareena,763,1.2,21.4,72,120,98,50,98,72,510,https://play.pokemonshowdown.com/sprites/gen5/tsareena.png
Comfey,764,0.1,0.3,51,52,90,82,110,100,485,https://play.pokemonshowdown.com/sprites/gen5/comfey.png
Oranguru,765,1.5,76,90,60,80,90,110,60,490,https://play.pokemonshowdown.com/sprites/gen5/oranguru.png
Passimian,766,2,82.8,100,120,90,40,60,80,490,https://play.pokemonshowdown.com/sprites/gen5/passimian.png
Wimpod,767,0.5,12,25,35,40,20,30,80,230,https://play.pokemonshowdown.com/sprites/gen5/wimpod.png
Golisopod,768,2,108,75,125,140,60,90,40,530,https://play.pokemonshowdown.com/sprites/gen5/golisopod.png
Sandygast,769,0.5,70,55,55,80,70,45,15,320,https://play.pokemonshowdown.com/sprites/gen5/sandygast.png
Palossand,770,1.3,250,85,75,110,100,75,35,480,https://play.pokemonshowdown.com/sprites/gen5/palossand.png
Pyukumuku,771,0.3,1.2,55,60,130,30,130,5,410,https://play.pokemonshowdown.com/sprites/gen5/pyukumuku.png
Type: Null,772,1.9,120.5,95,95,95,95,95,59,534,https://play.pokemonshowdown.com/sprites/gen5/typenull.png
Silvally,773,2.3,100.5,95,95,95,95,95,95,570,https://play.pokemonshowdown.com/sprites/gen5/silvally.png
Minior,774,0.3,0.3,60,100,60,100,60,120,500,https://play.pokemonshowdown.com/sprites/gen5/minior.png
Komala,775,0.4,19.9,65,115,65,75,95,65,480,https://play.pokemonshowdown.com/sprites/gen5/komala.png
Turtonator,776,2,212,60,78,135,91,85,36,485,https://play.pokemonshowdown.com/sprites/gen5/turtonator.png
Togedemaru,777,0.3,3.3,65,98,63,40,73,96,435,https://play.pokemonshowdown.com/sprites/gen5/togedemaru.png
Mimikyu,778,0.2,0.7,55,90,80,50,105,96,476,https://play.pokemonshowdown.com/sprites/gen5/mimikyu.png
Bruxish,779,0.9,19,68,105,70,70,70,92,475,https://play.pokemonshowdown.com/sprites/gen5/bruxish.png
Drampa,780,3,185,78,60,85,135,91,36,485,https://play.pokemonshowdown.com/sprites/gen5/drampa.png
Dhelmise,781,3.9,210,70,131,100,86,90,40,517,https://play.pokemonshowdown.com/sprites/gen5/dhelmise.png
Jangmo-o,782,0.6,29.7,45,55,65,45,45,45,300,https://play.pokemonshowdown.com/sprites/gen5/jangmoo.png
Hakamo-o,783,1.2,47,55,75,90,65,70,65,420,https://play.pokemonshowdown.com/sprites/gen5/hakamoo.png
Kommo-o,784,1.6,78.2,75,110,125,100,105,85,600,https://play.pokemonshowdown.com/sprites/gen5/kommoo.png
Tapu Koko,785,1.8,20.5,70,115,85,95,75,130,570,https://play.pokemonshowdown.com/sprites/gen5/tapukoko.png
Tapu Lele,786,1.2,18.6,70,85,75,130,115,95,570,https://play.pokemonshowdown.com/sprites/gen5/tapulele.png
Tapu Bulu,787,1.9,45.5,70,130,115,85,95,75,570,https://play.pokemonshowdown.com/sprites/gen5/tapubulu.png
Tapu Fini,788,1.3,21.2,70,75,115,95,130,85,570,https://play.pokemonshowdown.com/sprites/gen5/tapufini.png
Cosmog,789,0.2,0.1,43,29,31,29,31,37,200,https://play.pokemonshowdown.com/sprites/gen5/cosmog.png
Cosmoem,790,0.1,999.9,43,29,131,29,131,37,400,https://play.pokemonshowdown.com/sprites/gen5/cosmoem.png
Solgaleo,791,3.4,230,137,137,107,113,89,97,680,https://play.pokemonshowdown.com/sprites/gen5/solgaleo.png
Lunala,792,4,120,137,113,89,137,107,97,680,https://play.pokemonshowdown.com/sprites/gen5/lunala.png
Nihilego,793,1.2,55.5,109,53,47,127,131,103,570,https://play.pokemonshowdown.com/sprites/gen5/nihilego.png
Buzzwole,794,2.4,333.6,107,139,139,53,53,79,570,https://play.pokemonshowdown.com/sprites/gen5/buzzwole.png
Pheromosa,795,1.8,25,71,137,37,137,37,151,570,https://play.pokemonshowdown.com/sprites/gen5/pheromosa.png
Xurkitree,796,3.8,100,83,89,71,173,71,83,570,https://play.pokemonshowdown.com/sprites/gen5/xurkitree.png
Celesteela,797,9.2,999.9,97,101,103,107,101,61,570,https://play.pokemonshowdown.com/sprites/gen5/celesteela.png
Kartana,798,0.3,0.1,59,181,131,59,31,109,570,https://play.pokemonshowdown.com/sprites/gen5/kartana.png
Guzzlord,799,5.5,888,223,101,53,97,53,43,570,https://play.pokemonshowdown.com/sprites/gen5/guzzlord.png
Necrozma,800,2.4,230,97,107,101,127,89,79,600,https://play.pokemonshowdown.com/sprites/gen5/necrozma.png
Magearna,801,1,80.5,80,95,115,130,115,65,600,https://play.pokemonshowdown.com/sprites/gen5/magearna.png
Marshadow,802,0.7,22.2,90,125,80,90,90,125,600,https://play.pokemonshowdown.com/sprites/gen5/marshadow.png
Poipole,803,0.6,1.8,67,73,67,73,67,73,420,https://play.pokemonshowdown.com/sprites/gen5/poipole.png
Naganadel,804,3.6,150,73,73,73,127,73,121,540,https://play.pokemonshowdown.com/sprites/gen5/naganadel.png
Stakataka,805,5.5,820,61,131,211,53,101,13,570,https://play.pokemonshowdown.com/sprites/gen5/stakataka.png
Blacephalon,806,1.8,13,53,127,53,151,79,107,570,https://play.pokemonshowdown.com/sprites/gen5/blacephalon.png
Zeraora,807,1.5,44.5,88,112,75,102,80,143,600,https://play.pokemonshowdown.com/sprites/gen5/zeraora.png
Meltan,808,0.2,8,46,65,65,55,35,34,300,https://play.pokemonshowdown.com/sprites/gen5/meltan.png
Melmetal,809,2.5,800,135,143,143,80,65,34,600,https://play.pokemonshowdown.com/sprites/gen5/melmetal.png
Grookey,810,0.3,5,50,65,50,40,40,65,310,https://play.pokemonshowdown.com/sprites/gen5/grookey.png
Thwackey,811,0.7,14,70,85,70,55,60,80,420,https://play.pokemonshowdown.com/sprites/gen5/thwackey.png
Rillaboom,812,2.1,90,100,125,90,60,70,85,530,https://play.pokemonshowdown.com/sprites/gen5/rillaboom.png
Scorbunny,813,0.3,4.5,50,71,40,40,40,69,310,https://play.pokemonshowdown.com/sprites/gen5/scorbunny.png
Raboot,814,0.6,9,65,86,60,55,60,94,420,https://play.pokemonshowdown.com/sprites/gen5/raboot.png
Cinderace,815,1.4,33,80,116,75,65,75,119,530,https://play.pokemonshowdown.com/sprites/gen5/cinderace.png
Sobble,816,0.3,4,50,40,40,70,40,70,310,https://play.pokemonshowdown.com/sprites/gen5/sobble.png
Drizzile,817,0.7,11.5,65,60,55,95,55,90,420,https://play.pokemonshowdown.com/sprites/gen5/drizzile.png
Inteleon,818,1.9,45.2,70,85,65,125,65,120,530,https://play.pokemonshowdown.com/sprites/gen5/inteleon.png
Skwovet,819,0.3,2.5,70,55,55,35,35,25,275,https://play.pokemonshowdown.com/sprites/gen5/skwovet.png
Greedent,820,0.6,6,120,95,95,55,75,20,460,https://play.pokemonshowdown.com/sprites/gen5/greedent.png
Rookidee,821,0.2,1.8,38,47,35,33,35,57,245,https://play.pokemonshowdown.com/sprites/gen5/rookidee.png
Corvisquire,822,0.8,16,68,67,55,43,55,77,365,https://play.pokemonshowdown.com/sprites/gen5/corvisquire.png
Corviknight,823,2.2,75,98,87,105,53,85,67,495,https://play.pokemonshowdown.com/sprites/gen5/corviknight.png
Blipbug,824,0.4,8,25,20,20,25,45,45,180,https://play.pokemonshowdown.com/sprites/gen5/blipbug.png
Dottler,825,0.4,19.5,50,35,80,50,90,30,335,https://play.pokemonshowdown.com/sprites/gen5/dottler.png
Orbeetle,826,0.4,40.8,60,45,110,80,120,90,505,https://play.pokemonshowdown.com/sprites/gen5/orbeetle.png
Nickit,827,0.6,8.9,40,28,28,47,52,50,245,https://play.pokemonshowdown.com/sprites/gen5/nickit.png
Thievul,828,1.2,19.9,70,58,58,87,92,90,455,https://play.pokemonshowdown.com/sprites/gen5/thievul.png
Gossifleur,829,0.4,2.2,40,40,60,40,60,10,250,https://play.pokemonshowdown.com/sprites/gen5/gossifleur.png
Eldegoss,830,0.5,2.5,60,50,90,80,120,60,460,https://play.pokemonshowdown.com/sprites/gen5/eldegoss.png
Wooloo,831,0.6,6,42,40,55,40,45,48,270,https://play.pokemonshowdown.com/sprites/gen5/wooloo.png
Dubwool,832,1.3,43,72,80,100,60,90,88,490,https://play.pokemonshowdown.com/sprites/gen5/dubwool.png
Chewtle,833,0.3,8.5,50,64,50,38,38,44,284,https://play.pokemonshowdown.com/sprites/gen5/chewtle.png
Drednaw,834,1,115.5,90,115,90,48,68,74,485,https://play.pokemonshowdown.com/sprites/gen5/drednaw.png
Yamper,835,0.3,13.5,59,45,50,40,50,26,270,https://play.pokemonshowdown.com/sprites/gen5/yamper.png
Boltund,836,1,34,69,90,60,90,60,121,490,https://play.pokemonshowdown.com/sprites/gen5/boltund.png
Rolycoly,837,0.3,12,30,40,50,40,50,30,240,https://play.pokemonshowdown.com/sprites/gen5/rolycoly.png
Carkol,838,1.1,78,80,60,90,60,70,50,410,https://play.pokemonshowdown.com/sprites/gen5/carkol.png
Coalossal,839,2.8,310.5,110,80,120,80,90,30,510,https://play.pokemonshowdown.com/sprites/gen5/coalossal.png
Applin,840,0.2,0.5,40,40,80,40,40,20,260,https://play.pokemonshowdown.com/sprites/gen5/applin.png
Flapple,841,0.3,1,70,110,80,95,60,70,485,https://play.pokemonshowdown.com/sprites/gen5/flapple.png
Appletun,842,0.4,13,110,85,80,100,80,30,485,https://play.pokemonshowdown.com/sprites/gen5/appletun.png
Silicobra,843,2.2,7.6,52,57,75,35,50,46,315,https://play.pokemonshowdown.com/sprites/gen5/silicobra.png
Sandaconda,844,3.8,65.5,72,107,125,65,70,71,510,https://play.pokemonshowdown.com/sprites/gen5/sandaconda.png
Cramorant,845,0.8,18,70,85,55,85,95,85,475,https://play.pokemonshowdown.com/sprites/gen5/cramorant.png
Arrokuda,846,0.5,1,41,63,40,40,30,66,280,https://play.pokemonshowdown.com/sprites/gen5/arrokuda.png
Barraskewda,847,1.3,30,61,123,60,60,50,136,490,https://play.pokemonshowdown.com/sprites/gen5/barraskewda.png
Toxel,848,0.4,11,40,38,35,54,35,40,242,https://play.pokemonshowdown.com/sprites/gen5/toxel.png
Toxtricity,849,1.6,40,75,98,70,114,70,75,502,https://play.pokemonshowdown.com/sprites/gen5/toxtricity.png
Sizzlipede,850,0.7,1,50,65,45,50,50,45,305,https://play.pokemonshowdown.com/sprites/gen5/sizzlipede.png
Centiskorch,851,3,120,100,115,65,90,90,65,525,https://play.pokemonshowdown.com/sprites/gen5/centiskorch.png
Clobbopus,852,0.6,4,50,68,60,50,50,32,310,https://play.pokemonshowdown.com/sprites/gen5/clobbopus.png
Grapploct,853,1.6,39,80,118,90,70,80,42,480,https://play.pokemonshowdown.com/sprites/gen5/grapploct.png
Sinistea,854,0.1,0.2,40,45,45,74,54,50,308,https://play.pokemonshowdown.com/sprites/gen5/sinistea.png
Polteageist,855,0.2,0.4,60,65,65,134,114,70,508,https://play.pokemonshowdown.com/sprites/gen5/polteageist.png
Hatenna,856,0.4,3.4,42,30,45,56,53,39,265,https://play.pokemonshowdown.com/sprites/gen5/hatenna.png
Hattrem,857,0.6,4.8,57,40,65,86,73,49,370,https://play.pokemonshowdown.com/sprites/gen5/hattrem.png
Hatterene,858,2.1,5.1,57,90,95,136,103,29,510,https://play.pokemonshowdown.com/sprites/gen5/hatterene.png
Impidimp,859,0.4,5.5,45,45,30,55,40,50,265,https://play.pokemonshowdown.com/sprites/gen5/impidimp.png
Morgrem,860,0.8,12.5,65,60,45,75,55,70,370,https://play.pokemonshowdown.com/sprites/gen5/morgrem.png
Grimmsnarl,861,1.5,61,95,120,65,95,75,60,510,https://play.pokemonshowdown.com/sprites/gen5/grimmsnarl.png
Obstagoon,862,1.6,46,93,90,101,60,81,95,520,https://play.pokemonshowdown.com/sprites/gen5/obstagoon.png
Perrserker,863,0.8,28,70,110,100,50,60,50,440,https://play.pokemonshowdown.com/sprites/gen5/perrserker.png
Cursola,864,1,0.4,60,95,50,145,130,30,510,https://play.pokemonshowdown.com/sprites/gen5/cursola.png
Sirfetchd,865,0.8,117,62,135,95,68,82,65,507,https://play.pokemonshowdown.com/sprites/gen5/sirfetchd.png
Mr. Rime,866,1.5,58.2,80,85,75,110,100,70,520,https://play.pokemonshowdown.com/sprites/gen5/mrrime.png
Runerigus,867,1.6,66.6,58,95,145,50,105,30,483,https://play.pokemonshowdown.com/sprites/gen5/runerigus.png
Milcery,868,0.2,0.3,45,40,40,50,61,34,270,https://play.pokemonshowdown.com/sprites/gen5/milcery.png
Alcremie,869,0.3,0.5,65,60,75,110,121,64,495,https://play.pokemonshowdown.com/sprites/gen5/alcremie.png
Falinks,870,3,62,65,100,100,70,60,75,470,https://play.pokemonshowdown.com/sprites/gen5/falinks.png
Pincurchin,871,0.3,1,48,101,95,91,85,15,435,https://play.pokemonshowdown.com/sprites/gen5/pincurchin.png
Snom,872,0.3,3.8,30,25,35,45,30,20,185,https://play.pokemonshowdown.com/sprites/gen5/snom.png
Frosmoth,873,1.3,42,70,65,60,125,90,65,475,https://play.pokemonshowdown.com/sprites/gen5/frosmoth.png
Stonjourner,874,2.5,520,100,125,135,20,20,70,470,https://play.pokemonshowdown.com/sprites/gen5/stonjourner.png
Eiscue,875,1.4,89,75,80,110,65,90,50,470,https://play.pokemonshowdown.com/sprites/gen5/eiscue.png
Indeedee,876,0.9,28,60,65,55,105,95,95,475,https://play.pokemonshowdown.com/sprites/gen5/indeedee.png
Morpeko,877,0.3,3,58,95,58,70,58,97,436,https://play.pokemonshowdown.com/sprites/gen5/morpeko.png
Cufant,878,1.2,100,72,80,49,40,49,40,330,https://play.pokemonshowdown.com/sprites/gen5/cufant.png
Copperajah,879,3,650,122,130,69,80,69,30,500,https://play.pokemonshowdown.com/sprites/gen5/copperajah.png
Dracozolt,880,1.8,190,90,100,90,80,70,75,505,https://play.pokemonshowdown.com/sprites/gen5/dracozolt.png
Arctozolt,881,2.3,150,90,100,90,90,80,55,505,https://play.pokemonshowdown.com/sprites/gen5/arctozolt.png
Dracovish,882,2.3,215,90,90,100,70,80,75,505,https://play.pokemonshowdown.com/sprites/gen5/dracovish.png
Arctovish,883,2,175,90,90,100,80,90,55,505,https://play.pokemonshowdown.com/sprites/gen5/arctovish.png
Duraludon,884,1.8,40,70,95,115,120,50,85,535,https://play.pokemonshowdown.com/sprites/gen5/duraludon.png
Dreepy,885,0.5,2,28,60,30,40,30,82,270,https://play.pokemonshowdown.com/sprites/gen5/dreepy.png
Drakloak,886,1.4,11,68,80,50,60,50,102,410,https://play.pokemonshowdown.com/sprites/gen5/drakloak.png
