Pokemon, Move, Source 
Phantump,Bestow,Past generation only
Phantump,Confide,Past generation only
Phantump,Cut,Past generation only
Phantump,Double Team,Past generation only
Phantump,Dream Eater,Past generation only
Phantump,Feint Attack,Past generation only
Phantump,Frustration,Past generation only
Phantump,Hidden Power,Past generation only
Phantump,Magic Coat,Past generation only
Phantump,Nature Power,Past generation only
Phantump,Pain Split,Past generation only
Phantump,Power-Up Punch,Past generation only
Phantump,Return,Past generation only
Phantump,Rock Smash,Past generation only
Phantump,Role Play,Past generation only
Phantump,Secret Power,Past generation only
Phantump,Spite,Past generation only
Phantump,Strength,Past generation only
Phantump,Swagger,Past generation only
Phantump,Telekinesis,Past generation only
Phantump,Toxic,Past generation only
Phantump,Worry Seed,Past generation only
Trevenant,Shadow Claw,level 1
Trevenant,Astonish,level 1
Trevenant,Branch Poke,level 1
Trevenant,Leech Seed,level 1
Trevenant,Tackle,level 1
Trevenant,Confuse Ray,level 12
Trevenant,Will-O-Wisp,level 16
Trevenant,Hex,level 20
Trevenant,Growth,level 24
Trevenant,Horn Leech,level 28
Trevenant,Curse,level 32
Trevenant,Phantom Force,level 36
Trevenant,Ingrain,level 40
Trevenant,Wood Hammer,level 44
Trevenant,Destiny Bond,level 48
Trevenant,Forests Curse,level 52
Trevenant,Ally Switch,TM
Trevenant,Attract,TM
Trevenant,Brutal Swing,TM
Trevenant,Bulldoze,TM
Trevenant,Calm Mind,TM
Trevenant,Dark Pulse,TM
Trevenant,Dig,TM
Trevenant,Drain Punch,TM
Trevenant,Earthquake,TM
Trevenant,Endure,TM
Trevenant,Energy Ball,TM
Trevenant,Facade,TM
Trevenant,Focus Blast,TM
Trevenant,Foul Play,TM
Trevenant,Giga Drain,TM
Trevenant,Giga Impact,TM
Trevenant,Grass Knot,TM
Trevenant,Hex,TM
Trevenant,Hyper Beam,TM
Trevenant,Imprison,TM
Trevenant,Leaf Storm,TM
Trevenant,Magical Leaf,TM
Trevenant,Phantom Force,TM
Trevenant,Poison Jab,TM
Trevenant,Protect,TM
Trevenant,Psychic,TM
Trevenant,Reflect,TM
Trevenant,Rest,TM
Trevenant,Rock Slide,TM
Trevenant,Round,TM
Trevenant,Safeguard,TM
Trevenant,Seed Bomb,TM
Trevenant,Shadow Ball,TM
Trevenant,Shadow Claw,TM
Trevenant,Skill Swap,TM
Trevenant,Sleep Talk,TM
Trevenant,Snore,TM
Trevenant,Solar Beam,TM
Trevenant,Substitute,TM
Trevenant,Sunny Day,TM
Trevenant,Thief,TM
Trevenant,Trick,TM
Trevenant,Trick Room,TM
Trevenant,Venom Drench,TM
Trevenant,Will-O-Wisp,TM
Trevenant,X-Scissor,TM
Trevenant,Grassy Glide,move tutor
Trevenant,Poltergeist,move tutor
Trevenant,Skitter Smack,move tutor
Trevenant,Disable,egg move
Trevenant,Grudge,egg move
Trevenant,Sucker Punch,egg move
Trevenant,Block,Past generation only
Trevenant,Confide,Past generation only
Trevenant,Cut,Past generation only
Trevenant,Double Team,Past generation only
Trevenant,Dream Eater,Past generation only
Trevenant,Feint Attack,Past generation only
Trevenant,Frustration,Past generation only
Trevenant,Hidden Power,Past generation only
Trevenant,Hone Claws,Past generation only
Trevenant,Magic Coat,Past generation only
Trevenant,Nature Power,Past generation only
Trevenant,Pain Split,Past generation only
Trevenant,Power-Up Punch,Past generation only
Trevenant,Return,Past generation only
Trevenant,Rock Smash,Past generation only
Trevenant,Role Play,Past generation only
Trevenant,Secret Power,Past generation only
Trevenant,Spite,Past generation only
Trevenant,Strength,Past generation only
Trevenant,Swagger,Past generation only
Trevenant,Telekinesis,Past generation only
Trevenant,Toxic,Past generation only
Trevenant,Worry Seed,Past generation only
Pumpkaboo,Astonish,level 1
Pumpkaboo,Trick-or-Treat,level 1
Pumpkaboo,Shadow Sneak,level 4
Pumpkaboo,Confuse Ray,level 8
Pumpkaboo,Razor Leaf,level 12
Pumpkaboo,Leech Seed,level 16
Pumpkaboo,Bullet Seed,level 20
Pumpkaboo,Scary Face,level 24
Pumpkaboo,Worry Seed,level 28
Pumpkaboo,Seed Bomb,level 32
Pumpkaboo,Shadow Ball,level 36
Pumpkaboo,Trick,level 40
Pumpkaboo,Pain Split,level 44
Pumpkaboo,Ally Switch,TM
Pumpkaboo,Attract,TM
Pumpkaboo,Bullet Seed,TM
Pumpkaboo,Dark Pulse,TM
Pumpkaboo,Endure,TM
Pumpkaboo,Energy Ball,TM
Pumpkaboo,Facade,TM
Pumpkaboo,Fire Blast,TM
Pumpkaboo,Flamethrower,TM
Pumpkaboo,Foul Play,TM
Pumpkaboo,Giga Drain,TM
Pumpkaboo,Grass Knot,TM
Pumpkaboo,Gyro Ball,TM
Pumpkaboo,Hex,TM
Pumpkaboo,Imprison,TM
Pumpkaboo,Light Screen,TM
Pumpkaboo,Mystical Fire,TM
Pumpkaboo,Protect,TM
Pumpkaboo,Psychic,TM
Pumpkaboo,Rest,TM
Pumpkaboo,Rock Slide,TM
Pumpkaboo,Round,TM
Pumpkaboo,Safeguard,TM
Pumpkaboo,Scary Face,TM
Pumpkaboo,Seed Bomb,TM
Pumpkaboo,Shadow Ball,TM
Pumpkaboo,Skill Swap,TM
Pumpkaboo,Sleep Talk,TM
Pumpkaboo,Sludge Bomb,TM
Pumpkaboo,Snore,TM
Pumpkaboo,Solar Beam,TM
Pumpkaboo,Substitute,TM
Pumpkaboo,Sunny Day,TM
Pumpkaboo,Thief,TM
Pumpkaboo,Trick,TM
Pumpkaboo,Trick Room,TM
Pumpkaboo,Will-O-Wisp,TM
Pumpkaboo,Grassy Glide,move tutor
Pumpkaboo,Poltergeist,move tutor
Pumpkaboo,Skitter Smack,move tutor
Pumpkaboo,Curse,egg move
Pumpkaboo,Destiny Bond,egg move
Pumpkaboo,Disable,egg move
Pumpkaboo,Bestow,Past generation only
Pumpkaboo,Charge Beam,Past generation only
Pumpkaboo,Confide,Past generation only
Pumpkaboo,Double Team,Past generation only
Pumpkaboo,Dream Eater,Past generation only
Pumpkaboo,Explosion,Past generation only
Pumpkaboo,Flame Charge,Past generation only
Pumpkaboo,Flash,Past generation only
Pumpkaboo,Frustration,Past generation only
Pumpkaboo,Hidden Power,Past generation only
Pumpkaboo,Incinerate,Past generation only
Pumpkaboo,Magic Coat,Past generation only
Pumpkaboo,Nature Power,Past generation only
Pumpkaboo,Return,Past generation only
Pumpkaboo,Rock Smash,Past generation only
Pumpkaboo,Role Play,Past generation only
Pumpkaboo,Secret Power,Past generation only
Pumpkaboo,Spite,Past generation only
Pumpkaboo,Swagger,Past generation only
Pumpkaboo,Synthesis,Past generation only
Pumpkaboo,Telekinesis,Past generation only
Pumpkaboo,Toxic,Past generation only
Gourgeist,Astonish,level 1
Gourgeist,Confuse Ray,level 1
Gourgeist,Explosion,level 1
Gourgeist,Moonblast,level 1
Gourgeist,Shadow Sneak,level 1
Gourgeist,Trick-or-Treat,level 1
Gourgeist,Razor Leaf,level 12
Gourgeist,Leech Seed,level 16
Gourgeist,Bullet Seed,level 20
Gourgeist,Scary Face,level 24
Gourgeist,Worry Seed,level 28
Gourgeist,Seed Bomb,level 32
Gourgeist,Shadow Ball,level 36
Gourgeist,Trick,level 40
Gourgeist,Pain Split,level 44
Gourgeist,Phantom Force,level 48
Gourgeist,Ally Switch,TM
Gourgeist,Attract,TM
Gourgeist,Brutal Swing,TM
Gourgeist,Bullet Seed,TM
Gourgeist,Dark Pulse,TM
Gourgeist,Endure,TM
Gourgeist,Energy Ball,TM
Gourgeist,Facade,TM
Gourgeist,Fire Blast,TM
Gourgeist,Flamethrower,TM
Gourgeist,Focus Blast,TM
Gourgeist,Foul Play,TM
Gourgeist,Giga Drain,TM
Gourgeist,Giga Impact,TM
Gourgeist,Grass Knot,TM
Gourgeist,Gyro Ball,TM
Gourgeist,Hex,TM
Gourgeist,Hyper Beam,TM
Gourgeist,Imprison,TM
Gourgeist,Light Screen,TM
Gourgeist,Mystical Fire,TM
Gourgeist,Nasty Plot,TM
Gourgeist,Phantom Force,TM
Gourgeist,Power Whip,TM
Gourgeist,Protect,TM
Gourgeist,Psychic,TM
Gourgeist,Rest,TM
Gourgeist,Rock Slide,TM
Gourgeist,Round,TM
Gourgeist,Safeguard,TM
Gourgeist,Scary Face,TM
Gourgeist,Seed Bomb,TM
Gourgeist,Shadow Ball,TM
Gourgeist,Skill Swap,TM
Gourgeist,Sleep Talk,TM
Gourgeist,Sludge Bomb,TM
Gourgeist,Snore,TM
Gourgeist,Solar Beam,TM
Gourgeist,Substitute,TM
Gourgeist,Sunny Day,TM
Gourgeist,Thief,TM
Gourgeist,Trick,TM
Gourgeist,Trick Room,TM
Gourgeist,Will-O-Wisp,TM
Gourgeist,Grassy Glide,move tutor
Gourgeist,Poltergeist,move tutor
Gourgeist,Skitter Smack,move tutor
Gourgeist,Curse,egg move
Gourgeist,Destiny Bond,egg move
Gourgeist,Disable,egg move
Gourgeist,Charge Beam,Past generation only
Gourgeist,Confide,Past generation only
Gourgeist,Double Team,Past generation only
Gourgeist,Dream Eater,Past generation only
Gourgeist,Flame Charge,Past generation only
Gourgeist,Flash,Past generation only
Gourgeist,Frustration,Past generation only
Gourgeist,Hidden Power,Past generation only
Gourgeist,Incinerate,Past generation only
Gourgeist,Magic Coat,Past generation only
Gourgeist,Nature Power,Past generation only
Gourgeist,Return,Past generation only
Gourgeist,Rock Smash,Past generation only
Gourgeist,Role Play,Past generation only
Gourgeist,Secret Power,Past generation only
Gourgeist,Spite,Past generation only
Gourgeist,Swagger,Past generation only
Gourgeist,Synthesis,Past generation only
Gourgeist,Telekinesis,Past generation only
Gourgeist,Toxic,Past generation only
Bergmite,Harden,level 1
Bergmite,Rapid Spin,level 1
Bergmite,Tackle,level 3
Bergmite,Powder Snow,level 6
Bergmite,Curse,level 9
Bergmite,Icy Wind,level 12
Bergmite,Protect,level 15
Bergmite,Avalanche,level 18
Bergmite,Bite,level 21
Bergmite,Ice Fang,level 24
Bergmite,Iron Defense,level 27
Bergmite,Recover,level 30
Bergmite,Crunch,level 33
Bergmite,Take Down,level 36
Bergmite,Blizzard,level 39
Bergmite,Double-Edge,level 42
Bergmite,Avalanche,TM
Bergmite,Blizzard,TM
Bergmite,Body Slam,TM
Bergmite,Bulldoze,TM
Bergmite,Chilling Water,TM
Bergmite,Crunch,TM
Bergmite,Endure,TM
Bergmite,Facade,TM
Bergmite,Ice Beam,TM
Bergmite,Ice Fang,TM
Bergmite,Ice Spinner,TM
Bergmite,Icy Wind,TM
Bergmite,Iron Defense,TM
Bergmite,Protect,TM
Bergmite,Rain Dance,TM
Bergmite,Rest,TM
Bergmite,Rock Slide,TM
Bergmite,Rock Tomb,TM
Bergmite,Sleep Talk,TM
Bergmite,Snowscape,TM
Bergmite,Stone Edge,TM
Bergmite,Substitute,TM
Bergmite,Take Down,TM
Bergmite,Tera Blast,TM
Bergmite,Aurora Veil,egg move
Bergmite,Mirror Coat,egg move
Bergmite,Mist,egg move
Bergmite,After You,Past generation only
Bergmite,Attract,Past generation only
Bergmite,Barrier,Past generation only
Bergmite,Confide,Past generation only
Bergmite,Double Team,Past generation only
Bergmite,Flash,Past generation only
Bergmite,Flash Cannon,Past generation only
Bergmite,Frost Breath,Past generation only
Bergmite,Frustration,Past generation only
Bergmite,Gyro Ball,Past generation only
Bergmite,Hail,Past generation only
Bergmite,Hidden Power,Past generation only
Bergmite,Ice Ball,Past generation only
Bergmite,Icicle Spear,Past generation only
Bergmite,Return,Past generation only
Bergmite,Rock Polish,Past generation only
Bergmite,Rock Smash,Past generation only
Bergmite,Round,Past generation only
Bergmite,Safeguard,Past generation only
Bergmite,Secret Power,Past generation only
Bergmite,Sharpen,Past generation only
Bergmite,Snore,Past generation only
Bergmite,Strength,Past generation only
Bergmite,Surf,Past generation only
Bergmite,Swagger,Past generation only
Bergmite,Toxic,Past generation only
Bergmite,Water Pulse,Past generation only
Avalugg,Body Slam,level 1
Avalugg,Harden,level 1
Avalugg,Powder Snow,level 1
Avalugg,Rapid Spin,level 1
Avalugg,Tackle,level 1
Avalugg,Wide Guard,level 1
Avalugg,Curse,level 9
Avalugg,Icy Wind,level 12
Avalugg,Protect,level 15
Avalugg,Avalanche,level 18
Avalugg,Bite,level 21
Avalugg,Ice Fang,level 24
Avalugg,Iron Defense,level 27
Avalugg,Recover,level 30
Avalugg,Crunch,level 33
Avalugg,Take Down,level 36
Avalugg,Blizzard,level 41
Avalugg,Double-Edge,level 46
Avalugg,Icicle Crash,level 51
Avalugg,Avalanche,TM
Avalugg,Blizzard,TM
Avalugg,Body Press,TM
Avalugg,Body Slam,TM
Avalugg,Bulldoze,TM
Avalugg,Chilling Water,TM
Avalugg,Crunch,TM
Avalugg,Earthquake,TM
Avalugg,Endure,TM
Avalugg,Facade,TM
Avalugg,Flash Cannon,TM
Avalugg,Giga Impact,TM
Avalugg,Heavy Slam,TM
Avalugg,Hydro Pump,TM
Avalugg,Hyper Beam,TM
Avalugg,Ice Beam,TM
Avalugg,Ice Fang,TM
Avalugg,Ice Spinner,TM
Avalugg,Icy Wind,TM
Avalugg,Iron Defense,TM
Avalugg,Iron Head,TM
Avalugg,Protect,TM
Avalugg,Rain Dance,TM
Avalugg,Rest,TM
Avalugg,Rock Slide,TM
Avalugg,Rock Tomb,TM
Avalugg,Scary Face,TM
Avalugg,Sleep Talk,TM
Avalugg,Snowscape,TM
Avalugg,Stomping Tantrum,TM
Avalugg,Stone Edge,TM
Avalugg,Substitute,TM
Avalugg,Surf,TM
Avalugg,Take Down,TM
Avalugg,Tera Blast,TM
Avalugg,Aurora Veil,egg move
Avalugg,Mirror Coat,egg move
Avalugg,Mist,egg move
Avalugg,After You,Past generation only
Avalugg,Attract,Past generation only
Avalugg,Block,Past generation only
Avalugg,Confide,Past generation only
Avalugg,Double Team,Past generation only
Avalugg,Flash,Past generation only
Avalugg,Frost Breath,Past generation only
Avalugg,Frustration,Past generation only
Avalugg,Gyro Ball,Past generation only
Avalugg,Hail,Past generation only
Avalugg,Hidden Power,Past generation only
Avalugg,High Horsepower,Past generation only
Avalugg,Ice Ball,Past generation only
Avalugg,Icicle Spear,Past generation only
Avalugg,Return,Past generation only
Avalugg,Roar,Past generation only
Avalugg,Rock Polish,Past generation only
Avalugg,Rock Smash,Past generation only
Avalugg,Round,Past generation only
Avalugg,Safeguard,Past generation only
Avalugg,Secret Power,Past generation only
Avalugg,Sharpen,Past generation only
Avalugg,Skull Bash,Past generation only
Avalugg,Snore,Past generation only
Avalugg,Strength,Past generation only
Avalugg,Superpower,Past generation only
Avalugg,Swagger,Past generation only
Avalugg,Toxic,Past generation only
Avalugg,Water Pulse,Past generation only
Avalugg-Hisui,Rock Slide,level 1
Avalugg-Hisui,Harden,level 1
Avalugg-Hisui,Powder Snow,level 1
Avalugg-Hisui,Rapid Spin,level 1
Avalugg-Hisui,Tackle,level 1
Avalugg-Hisui,Wide Guard,level 1
Avalugg-Hisui,Curse,level 9
Avalugg-Hisui,Icy Wind,level 12
Avalugg-Hisui,Protect,level 15
Avalugg-Hisui,Avalanche,level 18
Avalugg-Hisui,Bite,level 21
Avalugg-Hisui,Ice Fang,level 24
Avalugg-Hisui,Iron Defense,level 27
Avalugg-Hisui,Recover,level 30
Avalugg-Hisui,Crunch,level 33
Avalugg-Hisui,Take Down,level 36
Avalugg-Hisui,Blizzard,level 41
Avalugg-Hisui,Double-Edge,level 46
Avalugg-Hisui,Stone Edge,level 51
Avalugg-Hisui,Mountain Gale,level 61
Avalugg-Hisui,Avalanche,TM
Avalugg-Hisui,Blizzard,TM
Avalugg-Hisui,Body Press,TM
Avalugg-Hisui,Body Slam,TM
Avalugg-Hisui,Bulldoze,TM
Avalugg-Hisui,Chilling Water,TM
Avalugg-Hisui,Crunch,TM
Avalugg-Hisui,Dig,TM
Avalugg-Hisui,Earthquake,TM
Avalugg-Hisui,Endure,TM
Avalugg-Hisui,Facade,TM
Avalugg-Hisui,Giga Impact,TM
Avalugg-Hisui,Heavy Slam,TM
Avalugg-Hisui,Hyper Beam,TM
Avalugg-Hisui,Ice Beam,TM
Avalugg-Hisui,Ice Fang,TM
Avalugg-Hisui,Ice Spinner,TM
Avalugg-Hisui,Icy Wind,TM
Avalugg-Hisui,Iron Defense,TM
Avalugg-Hisui,Iron Head,TM
Avalugg-Hisui,Protect,TM
Avalugg-Hisui,Rain Dance,TM
Avalugg-Hisui,Rest,TM
Avalugg-Hisui,Rock Blast,TM
Avalugg-Hisui,Rock Slide,TM
Avalugg-Hisui,Rock Tomb,TM
Avalugg-Hisui,Sandstorm,TM
Avalugg-Hisui,Scary Face,TM
Avalugg-Hisui,Sleep Talk,TM
Avalugg-Hisui,Snowscape,TM
Avalugg-Hisui,Stealth Rock,TM
Avalugg-Hisui,Stomping Tantrum,TM
Avalugg-Hisui,Stone Edge,TM
Avalugg-Hisui,Substitute,TM
Avalugg-Hisui,Take Down,TM
Avalugg-Hisui,Tera Blast,TM
Avalugg-Hisui,Aurora Veil,egg move
Avalugg-Hisui,Mirror Coat,egg move
Avalugg-Hisui,Mist,egg move
Noibat,Absorb,level 1
Noibat,Tackle,level 1
Noibat,Gust,level 4
Noibat,Supersonic,level 8
Noibat,Double Team,level 12
Noibat,Wing Attack,level 16
Noibat,Bite,level 20
Noibat,Air Cutter,level 24
Noibat,Whirlwind,level 28
Noibat,Super Fang,level 32
Noibat,Air Slash,level 36
Noibat,Screech,level 40
Noibat,Roost,level 44
Noibat,Tailwind,level 49
Noibat,Hurricane,level 52
Noibat,Acrobatics,TM
Noibat,Aerial Ace,TM
Noibat,Agility,TM
Noibat,Air Cutter,TM
Noibat,Air Slash,TM
Noibat,Brick Break,TM
Noibat,Dark Pulse,TM
Noibat,Draco Meteor,TM
Noibat,Dragon Claw,TM
Noibat,Dragon Pulse,TM
Noibat,Endure,TM
Noibat,Facade,TM
Noibat,Fly,TM
Noibat,Heat Wave,TM
Noibat,Hurricane,TM
Noibat,Hyper Voice,TM
Noibat,Leech Life,TM
Noibat,Outrage,TM
Noibat,Protect,TM
Noibat,Psychic,TM
Noibat,Rest,TM
Noibat,Shadow Ball,TM
Noibat,Shadow Claw,TM
Noibat,Sleep Talk,TM
Noibat,Solar Beam,TM
Noibat,Substitute,TM
Noibat,Sunny Day,TM
Noibat,Swift,TM
Noibat,Tailwind,TM
Noibat,Take Down,TM
Noibat,Taunt,TM
Noibat,Tera Blast,TM
Noibat,Thief,TM
Noibat,U-turn,TM
Noibat,Wild Charge,TM
Noibat,X-Scissor,TM
Noibat,Defog,egg move
Noibat,Dragon Rush,egg move
Noibat,Attract,Past generation only
Noibat,Confide,Past generation only
Noibat,Cut,Past generation only
Noibat,Dream Eater,Past generation only
Noibat,Dual Wingbeat,Past generation only
Noibat,Echoed Voice,Past generation only
Noibat,Frustration,Past generation only
Noibat,Hidden Power,Past generation only
Noibat,Iron Tail,Past generation only
Noibat,Razor Wind,Past generation only
Noibat,Return,Past generation only
Noibat,Round,Past generation only
Noibat,Secret Power,Past generation only
Noibat,Sky Attack,Past generation only
Noibat,Snatch,Past generation only
Noibat,Snore,Past generation only
Noibat,Steel Wing,Past generation only
Noibat,Swagger,Past generation only
Noibat,Switcheroo,Past generation only
Noibat,Torment,Past generation only
Noibat,Toxic,Past generation only
Noibat,Uproar,Past generation only
Noibat,Water Pulse,Past generation only
Noivern,Dragon Pulse,level 1
Noivern,Absorb,level 1
Noivern,Gust,level 1
Noivern,Moonlight,level 1
Noivern,Supersonic,level 1
Noivern,Tackle,level 1
Noivern,Double Team,level 12
Noivern,Wing Attack,level 16
Noivern,Bite,level 20
Noivern,Air Cutter,level 24
Noivern,Whirlwind,level 28
Noivern,Super Fang,level 32
Noivern,Air Slash,level 36
Noivern,Screech,level 40
Noivern,Roost,level 44
Noivern,Tailwind,level 51
Noivern,Hurricane,level 56
Noivern,Boomburst,level 62
Noivern,Acrobatics,TM
Noivern,Aerial Ace,TM
Noivern,Agility,TM
Noivern,Air Cutter,TM
Noivern,Air Slash,TM
Noivern,Body Slam,TM
Noivern,Brick Break,TM
Noivern,Dark Pulse,TM
Noivern,Draco Meteor,TM
Noivern,Dragon Claw,TM
Noivern,Dragon Dance,TM
Noivern,Dragon Pulse,TM
Noivern,Dragon Tail,TM
Noivern,Endure,TM
Noivern,Facade,TM
Noivern,Flamethrower,TM
Noivern,Fly,TM
Noivern,Focus Blast,TM
Noivern,Giga Impact,TM
Noivern,Heat Wave,TM
Noivern,Hurricane,TM
Noivern,Hyper Beam,TM
Noivern,Hyper Voice,TM
Noivern,Leech Life,TM
Noivern,Outrage,TM
Noivern,Protect,TM
Noivern,Psychic,TM
Noivern,Rest,TM
Noivern,Scary Face,TM
Noivern,Shadow Ball,TM
Noivern,Shadow Claw,TM
Noivern,Sleep Talk,TM
Noivern,Solar Beam,TM
Noivern,Substitute,TM
Noivern,Sunny Day,TM
Noivern,Swift,TM
Noivern,Tailwind,TM
Noivern,Take Down,TM
Noivern,Taunt,TM
Noivern,Tera Blast,TM
Noivern,Thief,TM
Noivern,U-turn,TM
Noivern,Water Pulse,TM
Noivern,Wild Charge,TM
Noivern,X-Scissor,TM
Noivern,Defog,egg move
Noivern,Dragon Rush,egg move
Noivern,Attract,Past generation only
Noivern,Confide,Past generation only
Noivern,Cut,Past generation only
Noivern,Dream Eater,Past generation only
Noivern,Dual Wingbeat,Past generation only
Noivern,Echoed Voice,Past generation only
Noivern,Frustration,Past generation only
Noivern,Hidden Power,Past generation only
Noivern,Hone Claws,Past generation only
Noivern,Iron Tail,Past generation only
Noivern,Laser Focus,Past generation only
Noivern,Razor Wind,Past generation only
Noivern,Return,Past generation only
Noivern,Round,Past generation only
Noivern,Secret Power,Past generation only
Noivern,Sky Attack,Past generation only
Noivern,Snatch,Past generation only
Noivern,Snore,Past generation only
Noivern,Steel Wing,Past generation only
Noivern,Swagger,Past generation only
Noivern,Torment,Past generation only
Noivern,Toxic,Past generation only
Noivern,Uproar,Past generation only
Xerneas,Gravity,level 1
Xerneas,Tackle,level 1
Xerneas,Light Screen,level 5
Xerneas,Aurora Beam,level 10
Xerneas,Nature Power,level 15
Xerneas,Night Slash,level 20
Xerneas,Aromatherapy,level 25
Xerneas,Psych Up,level 30
Xerneas,Horn Leech,level 35
Xerneas,Misty Terrain,level 40
Xerneas,Ingrain,level 45
Xerneas,Take Down,level 50
Xerneas,Geomancy,level 55
Xerneas,Moonblast,level 60
Xerneas,Heal Pulse,level 65
Xerneas,Megahorn,level 70
Xerneas,Close Combat,level 75
Xerneas,Outrage,level 80
Xerneas,Giga Impact,level 85
Xerneas,Body Slam,TM
Xerneas,Calm Mind,TM
Xerneas,Close Combat,TM
Xerneas,Dazzling Gleam,TM
Xerneas,Draining Kiss,TM
Xerneas,Endure,TM
Xerneas,Facade,TM
Xerneas,Flash Cannon,TM
Xerneas,Focus Blast,TM
Xerneas,Giga Impact,TM
Xerneas,Grass Knot,TM
Xerneas,Hail,TM
Xerneas,Hyper Beam,TM
Xerneas,Hyper Voice,TM
Xerneas,Light Screen,TM
Xerneas,Megahorn,TM
Xerneas,Misty Terrain,TM
Xerneas,Outrage,TM
Xerneas,Play Rough,TM
Xerneas,Protect,TM
Xerneas,Psychic,TM
Xerneas,Psyshock,TM
Xerneas,Rain Dance,TM
Xerneas,Reflect,TM
Xerneas,Rest,TM
Xerneas,Rock Slide,TM
Xerneas,Round,TM
Xerneas,Sleep Talk,TM
Xerneas,Smart Strike,TM
Xerneas,Snore,TM
Xerneas,Substitute,TM
Xerneas,Sunny Day,TM
Xerneas,Swift,TM
Xerneas,Thunder,TM
Xerneas,Thunderbolt,TM
Xerneas,Thunder Wave,TM
Xerneas,Wonder Room,TM
Xerneas,Zen Headbutt,TM
Xerneas,Misty Explosion,move tutor
Xerneas,Terrain Pulse,move tutor
Xerneas,Aromatherapy,Event
Xerneas,Dazzling Gleam,Event
Xerneas,Focus Blast,Event
Xerneas,Geomancy,Event
Xerneas,Grass Knot,Event
Xerneas,Gravity,Event
Xerneas,Horn Leech,Event
Xerneas,Ingrain,Event
Xerneas,Megahorn,Event
Xerneas,Moonblast,Event
Xerneas,Night Slash,Event
Xerneas,Block,Past generation only
Xerneas,Confide,Past generation only
Xerneas,Cut,Past generation only
Xerneas,Defog,Past generation only
Xerneas,Double Team,Past generation only
Xerneas,Echoed Voice,Past generation only
Xerneas,Endeavor,Past generation only
Xerneas,Flash,Past generation only
Xerneas,Frustration,Past generation only
Xerneas,Hidden Power,Past generation only
Xerneas,Laser Focus,Past generation only
Xerneas,Return,Past generation only
Xerneas,Roar,Past generation only
Xerneas,Secret Power,Past generation only
Xerneas,Swagger,Past generation only
Xerneas,Toxic,Past generation only
Yveltal,Double Team,level 1
Yveltal,Gust,level 1
Yveltal,Taunt,level 5
Yveltal,Snarl,level 10
Yveltal,Disable,level 15
Yveltal,Sucker Punch,level 20
Yveltal,Tailwind,level 25
Yveltal,Roost,level 30
Yveltal,Air Slash,level 35
Yveltal,Dark Pulse,level 40
Yveltal,Psychic,level 45
Yveltal,Oblivion Wing,level 50
Yveltal,Phantom Force,level 55
Yveltal,Foul Play,level 60
Yveltal,Dragon Rush,level 65
Yveltal,Hurricane,level 70
Yveltal,Focus Blast,level 75
Yveltal,Sky Attack,level 80
Yveltal,Hyper Beam,level 85
Yveltal,Acrobatics,TM
Yveltal,Air Slash,TM
Yveltal,Body Slam,TM
Yveltal,Dark Pulse,TM
Yveltal,Dragon Claw,TM
Yveltal,Endure,TM
Yveltal,Facade,TM
Yveltal,Fly,TM
Yveltal,Focus Blast,TM
Yveltal,Foul Play,TM
Yveltal,Giga Impact,TM
Yveltal,Heat Wave,TM
Yveltal,Hurricane,TM
Yveltal,Hyper Beam,TM
Yveltal,Hyper Voice,TM
Yveltal,Payback,TM
Yveltal,Phantom Force,TM
Yveltal,Protect,TM
Yveltal,Psychic,TM
Yveltal,Rain Dance,TM
Yveltal,Rest,TM
Yveltal,Rock Slide,TM
Yveltal,Round,TM
Yveltal,Shadow Ball,TM
Yveltal,Shadow Claw,TM
Yveltal,Sleep Talk,TM
Yveltal,Snarl,TM
Yveltal,Snore,TM
Yveltal,Steel Wing,TM
Yveltal,Substitute,TM
Yveltal,Sunny Day,TM
Yveltal,Swift,TM
Yveltal,Taunt,TM
Yveltal,Thief,TM
Yveltal,U-turn,TM
Yveltal,Zen Headbutt,TM
Yveltal,Dual Wingbeat,move tutor
Yveltal,Lash Out,move tutor
Yveltal,Dark Pulse,Event
Yveltal,Disable,Event
Yveltal,Dragon Rush,Event
Yveltal,Foul Play,Event
Yveltal,Heat Wave,Event
Yveltal,Oblivion Wing,Event
Yveltal,Phantom Force,Event
Yveltal,Psychic,Event
Yveltal,Snarl,Event
Yveltal,Sucker Punch,Event
Yveltal,Tailwind,Event
Yveltal,Taunt,Event
Yveltal,Aerial Ace,Past generation only
Yveltal,Block,Past generation only
Yveltal,Confide,Past generation only
Yveltal,Cut,Past generation only
Yveltal,Defog,Past generation only
Yveltal,Dream Eater,Past generation only
Yveltal,Embargo,Past generation only
Yveltal,Frustration,Past generation only
Yveltal,Hidden Power,Past generation only
Yveltal,Hone Claws,Past generation only
Yveltal,Knock Off,Past generation only
Yveltal,Laser Focus,Past generation only
Yveltal,Razor Wind,Past generation only
Yveltal,Return,Past generation only
Yveltal,Secret Power,Past generation only
Yveltal,Sky Drop,Past generation only
Yveltal,Swagger,Past generation only
Yveltal,Torment,Past generation only
Yveltal,Toxic,Past generation only
Zygarde,Bind,level 1
Zygarde,Bite,level 1
Zygarde,Bulldoze,level 1
Zygarde,Core Enforcer,level 1
Zygarde,Dragon Breath,level 1
Zygarde,Thousand Arrows,level 1
Zygarde,Thousand Waves,level 1
Zygarde,Haze,level 8
Zygarde,Dig,level 16
